sports_topics_url
https://indianexpress.com/article/sports/tennis/jannik-sinners-strong-and-improved-baseline-game-helps-him-stun-novak-djokovic-to-reach-australian-open-final-9129073/
https://indianexpress.com/article/sports/cricket/allan-border-opens-up-about-parkinsons-disease-im-not-scared-but-i-am-worried-about-the-slow-decline-process-9128901/
https://indianexpress.com/article/sports/tennis/australian-open-2024-jannik-sinner-stuns-novak-djokovic-to-book-a-spot-in-his-first-grand-slam-final-9128789/
https://indianexpress.com/article/sports/cricket/it-looked-like-a-dead-lbw-ben-duckett-on-shubman-gill-surviving-a-close-call-9128455/
https://indianexpress.com/article/sports/cricket/india-vs-england-live-score-1st-test-day-2-ind-vs-eng-latest-scorecard-updates-hyderabad-9127850/
https://indianexpress.com/article/sports/badminton/kiran-george-produces-aggressive-finish-to-beat-chinas-lu-guang-zu-9128103/
https://indianexpress.com/article/sports/cricket/sarfaraz-musheer-khan-u19-world-cup-2024-india-a-9128041/
https://indianexpress.com/article/sports/tennis/australian-open-jannick-sinner-can-match-novak-djokovic-in-his-game-9127904/
https://indianexpress.com/article/sports/cricket/ind-vs-eng-1st-test-india-batsmen-yashasvi-jaiswal-rohit-sharma-shubman-gill-9127865/
https://indianexpress.com/article/sports/cricket/shakib-al-hasan-diagnosed-with-retinal-condition-in-left-eye-will-continue-to-play-cricket-9127813/
https://indianexpress.com/article/sports/cricket/virat-kohli-named-2023-icc-odi-cricketer-of-the-year-pat-cummins-wins-sir-garfield-sobers-trophy-9127756/
https://indianexpress.com/article/sports/cricket/india-vs-england-1st-test-how-bazball-played-out-amidst-the-craft-and-cunning-of-indias-spin-trio-9127765/
https://indianexpress.com/article/sports/cricket/australias-cameron-green-takes-field-in-2nd-test-vs-west-indies-despite-testing-covid-positive-9127607/
https://indianexpress.com/article/sports/cricket/india-vs-england-why-is-it-nearly-impossible-to-score-big-runs-against-ravichandran-ashwin-ravindra-jadeja-and-axar-patel-on-turning-tracks-9127165/
https://indianexpress.com/article/sports/tennis/australian-open-rohan-bopanna-and-matthew-ebden-storm-into-final-with-hard-fought-win-9126785/
https://indianexpress.com/article/sports/sport-others/roger-federer-meets-neeraj-chopra-says-amazed-by-how-much-neeraj-has-achieved-personally-9127031/
https://indianexpress.com/article/sports/cricket/india-vs-england-live-score-1st-test-day-1-ind-vs-eng-latest-scorecard-updates-hyderabad-9126306/
https://indianexpress.com/article/sports/cricket/india-vs-england-first-test-hyderabad-james-anderson-dropped-9126382/
https://indianexpress.com/article/sports/cricket/india-vs-england-hyderabad-pitch-will-turn-but-by-when-and-how-much-9126372/
https://indianexpress.com/article/sports/cricket/dinesh-karthik-exclusive-interview-bazball-ind-vs-eng-test-series-9126338/
https://indianexpress.com/article/sports/sport-others/g-sathiyan-mixed-doubles-manika-batra-paris-olympics-singles-tough-9126319/
https://indianexpress.com/article/sports/tennis/australian-open-2024-new-doubles-no-1-rohan-bopanna-9126224/
https://indianexpress.com/article/sports/cricket/wpl-2024-schedule-matches-host-delhi-bangalore-9126140/
https://indianexpress.com/article/sports/cricket/india-vs-england-can-gill-and-iyer-fill-the-virat-void-9125985/
https://indianexpress.com/article/sports/cricket/england-cricketer-shoaib-bashir-granted-visa-mea-sources-9125925/
https://indianexpress.com/article/sports/cricket/ind-vs-eng-1st-test-playing-xi-kl-rahul-to-take-number-four-spot-ks-bharat-to-take-gloves-and-axar-patel-to-play-ahead-of-kuldeep-yadav-9125749/
https://indianexpress.com/article/sports/cricket/india-vs-england-live-streaming-1st-test-when-and-where-to-watch-ind-vs-eng-1st-test-9125671/
https://indianexpress.com/article/sports/cricket/india-vs-england-ben-stokes-picks-three-spinners-in-playing-xi-for-1st-ind-vs-eng-test-in-hyderabad-9125402/
